director_name,actor_1_name,actor_2_name,actor_3_name,movie_title,genres
Jonathan Jakubowicz,Robert De Niro,Jurnee Smollett-Bell,Edgar Ramírez,hands of stone,Action|Biography|Drama|Sport
James McTeigue,Milla Jovovich,Roger Rees,Robert Forster,survivor,Action|Crime|Thriller
Scott Walker,Nicolas Cage,Radha Mitchell,Jodi Lyn O'Keefe,the frozen ground,Crime|Drama|Mystery|Thriller
John Curran,Toby Jones,Sally Hawkins,Alan David,the painted veil,Drama|Romance
Uli Edel,Moritz Bleibtreu,Alexandra Maria Lara,Martina Gedeck,the baader meinhof complex,Action|Biography|Crime|Drama
Kevin Costner,Mary McDonnell,Michael Spears,Maury Chaykin,dances with wolves,Adventure|Drama|Western
Jake Kasdan,Justin Timberlake,John Michael Higgins,Phyllis Smith,bad teacher,Comedy
Harold Becker,Al Pacino,Michael O'Neill,Ellen Barkin,sea of love,Crime|Drama|Mystery|Thriller
Mark Rosman,Dan Byrd,Lin Shaye,Julie Gonzalo,a cinderella story,Comedy|Family|Romance
Wes Craven,David Arquette,W. Earl Brown,Roger Jackson,scream,Horror|Mystery
Steve Beck,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,thir13en ghosts,Horror
Stanley Kubrick,Scatman Crothers,Shelley Duvall,Joe Turkel,the shining,Drama|Horror
Robert Zemeckis,Lea Thompson,Thomas F. Wilson,J.J. Cohen,back to the future,Adventure|Comedy|Sci-Fi
William Malone,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,house on haunted hill,Horror|Mystery|Thriller
Tyler Perry,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,i can do bad all by myself,Comedy|Drama
Rob Hawk,Kari J. Kramer,Erin O'Brien,Cabrina Collesides,fight valley,Action|Drama
Josh Gordon,Caroline Dhavernas,Scott Elrod,Kelli Barrett,the switch,Comedy|Drama|Romance
Shawn Levy,Taran Killam,David Agranov,David Moscow,just married,Comedy|Romance
Lee Tamahori,Mem Ferda,Dominic Cooper,Ludivine Sagnier,the devil's double,Biography|Drama|Thriller
unknown,Nicole 'Snooki' Polizzi,Jenni 'Jwoww' Farley,Paul 'Pauly D' DelVecchio,"gone, baby, gone            ",Comedy|Drama|Reality-TV|Romance
Britt Allcroft,Mara Wilson,Colm Feore,Peter Fonda,thomas and the magic railroad,Adventure|Comedy|Drama|Family|Fantasy
Breck Eisner,Radha Mitchell,Glenn Morshower,John Aylward,the crazies,Horror|Thriller
Hayao Miyazaki,Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino,spirited away,Adventure|Animation|Family|Fantasy
Alan Yuen,Andy Lau,Michael Wong,Terence Yin,firestorm,Action|Crime|Thriller
Roger Donaldson,Liam Neeson,Anthony Hopkins,Laurence Olivier,the bounty,Action|Adventure|Drama|History|Romance
Brian Percival,Emily Watson,Sophie Nélisse,Roger Allam,the book thief,Drama|War
Sean Anders,Katrina Bowden,Michael Cudlitz,Alice Greczyn,sex drive,Adventure|Comedy|Romance
Anand Tucker,Adam Scott,Kaitlin Olson,Dominique McElligott,leap year,Comedy|Romance
Anthony Mann,James Mason,Mel Ferrer,Stephen Boyd,the fall of the roman empire,Drama|History|War
Michael Dowse,Topher Grace,Michael Biehn,Dan Fogler,take me home tonight,Comedy|Drama|Romance
Daniel Barnz,Holly Hunter,Rosie Perez,Dante Brown,won't back down,Drama
Emile Ardolino,Darci Kistler,Kyra Nichols,Margaret Tracey,the nutcracker,Family|Fantasy|Music
Robert Altman,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson,kansas city,Crime|Drama|Music|Thriller
James Schamus,Logan Lerman,Sarah Gadon,Tracy Letts,indignation,Drama
Andrew Douglas,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,the amityville horror,Drama|Horror|Mystery|Thriller
Spike Jonze,Nicolas Cage,Meryl Streep,Roger Willie,adaptation.,Comedy|Drama
George A. Romero,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,land of the dead,Horror
Danny Pang,Louis Koo,Angelica Lee,Ching Wan Lau,out of inferno,Action
Terry Gilliam,Johnny Depp,Michael Jeter,Ellen Barkin,fear and loathing in las vegas,Adventure|Comedy|Drama
Ricky Gervais,Jennifer Garner,Tina Fey,Martin Starr,the invention of lying,Comedy|Fantasy|Romance
Nicholas Stoller,Craig Roberts,Carla Gallo,Ike Barinholtz,neighbors,Comedy
Chuck Russell,Peter Greene,Amy Yasbeck,Reg E. Cathey,the mask,Action|Comedy|Crime|Fantasy
Penny Marshall,Tom Hanks,Jon Lovitz,John Heard,big,Comedy|Drama|Family|Fantasy|Romance
Larry Charles,Luenell,Ken Davitian,Chester,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,Comedy
Robert Luketic,Linda Cardellini,Raquel Welch,Alanna Ubach,legally blonde,Comedy|Romance
Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,star trek iii: the search for spock,Action|Adventure|Sci-Fi
Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne,the exorcism of emily rose,Drama|Horror|Thriller
Mike Mitchell,Amy Poehler,Eddie Griffin,Bree Turner,deuce bigalow: male gigolo,Comedy|Romance
Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,left behind,Action|Drama|Fantasy|Mystery|Thriller
Thomas Bezucha,Craig T. Nelson,Paul Schneider,Tyrone Giordano,the family stone,Comedy|Drama|Romance
Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,barbershop 2: back in business,Comedy|Drama
Terry Zwigoff,Bernie Mac,Tony Cox,Alex Borstein,bad santa,Comedy|Crime|Drama
Jay Roach,Will Ferrell,Charles Napier,Robert Wagner,austin powers: international man of mystery,Comedy|Crime
Kirk Jones,Nia Vardalos,Louis Mandylor,Joey Fatone,my big fat greek wedding 2,Comedy|Family|Romance
David Bowers,Zachary Gordon,Rachael Harris,Fran Kranz,diary of a wimpy kid: rodrick rules,Comedy|Family
John McTiernan,Shane Black,Bill Duke,Carl Weathers,predator,Action|Horror|Sci-Fi
Milos Forman,Jeffrey Jones,F. Murray Abraham,Tom Hulce,amadeus,Biography|Drama|History|Music
Nelson McCormick,Ming-Na Wen,Scott Porter,Collins Pennie,prom night,Horror|Mystery
Mark Waters,Tina Fey,Amy Poehler,Neil Flynn,mean girls,Comedy
Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli,under the tuscan sun,Comedy|Drama|Romance
Robert Altman,Kristin Scott Thomas,Bob Balaban,Tom Hollander,gosford park,Drama|Mystery
unknown,Peter Gallagher,Melinda Clarke,Tate Donovan,the o.c.            ,Comedy|Drama|Romance
Francis Ford Coppola,Nicolas Cage,Kathleen Turner,Joan Allen,peggy sue got married,Comedy|Drama|Fantasy|Romance
Alejandro G. Iñárritu,Emma Stone,Naomi Watts,Merritt Wever,birdman or (the unexpected virtue of ignorance),Comedy|Drama|Romance
Woody Allen,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,blue jasmine,Drama
Paul Greengrass,Christian Clemenson,David Alan Basche,Susan Blommaert,united 93,Drama|History|Thriller
Bille Woodruff,Christian Monzon,Mekhi Phifer,Romeo Miller,honey,Drama|Music|Romance
Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,glory,Drama|History|War
Rick Friedberg,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,spy hard,Action|Comedy
John Carpenter,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,the fog,Fantasy|Horror
Sean McNamara,Dennis Quaid,Chris Brochu,Craig T. Nelson,soul surfer,Biography|Drama|Family|Sport
Mike Nichols,Bob Newhart,Bob Balaban,Martin Balsam,catch-22,Comedy|Drama|War
Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl,observe and report,Comedy|Crime|Drama
Richard Fleischer,Mako,Olivia d'Abo,Grace Jones,conan the destroyer,Action|Adventure|Fantasy
Martin Scorsese,Robert De Niro,Cathy Moriarty,Frank Vincent,raging bull,Biography|Drama|Sport
Brandon Camp,Judy Greer,Sasha Alexander,Frances Conroy,love happens,Drama|Romance
Barry Levinson,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,young sherlock holmes,Adventure|Fantasy|Mystery|Thriller
Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally,fame,Comedy|Drama|Musical|Romance
Danny Boyle,James Franco,Treat Williams,Kate Burton,127 hours,Adventure|Biography|Drama|Thriller
Woody Allen,Woody Allen,Jon Lovitz,Michael Rapaport,small time crooks,Comedy|Crime
Nicholas Hytner,Amanda Schull,Susan May Pratt,Ethan Stiefel,center stage,Drama|Music|Romance
Jessie Nelson,Olivia Wilde,Alex Borstein,Timothée Chalamet,love the coopers,Comedy
Bart Freundlich,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,catch that kid,Comedy|Crime
Irwin Winkler,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,life as a house,Drama
Danny Boyle,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,steve jobs,Biography|Drama
Chris Columbus,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,"i love you, beth cooper",Comedy|Romance
Miguel Arteta,Steve Buscemi,Ari Graynor,Fred Willard,youth in revolt,Comedy|Drama|Romance
William A. Fraker,Jason Robards,Richard Farnsworth,Michael Horse,the legend of the lone ranger,Action|Adventure|Western
John Boorman,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,the tailor of panama,Drama|Thriller
Brian De Palma,Nancy Allen,Dennis Franz,John McMartin,blow out,Mystery|Thriller
Courtney Solomon,Rebecca Budig,Paul Freeman,Bruce Payne,getaway,Action|Crime|Thriller
Ang Lee,Joan Allen,Kate Burton,Henry Czerny,the ice storm,Drama
Rob Reiner,Yaya DaCosta,Annie Parisse,Frankie Valli,and so it goes,Comedy|Drama|Romance
Jeff Kanew,Craig T. Nelson,Shelley Long,Kellie Martin,troop beverly hills,Adventure|Comedy
István Szabó,Miriam Margolyes,Shaun Evans,Juliet Stevenson,being julia,Comedy|Drama|Romance
Adrian Lyne,David Margulies,Karen Young,Kim Chan,9½ weeks,Drama|Romance
Matthew Robbins,Ian McDiarmid,Ralph Richardson,Albert Salmi,dragonslayer,Action|Adventure|Fantasy
Michael Hoffman,David Masterson,Kerry Condon,Anne-Marie Duff,the last station,Biography|Drama|Romance
Tim Burton,Johnny Depp,Bill Murray,Martin Landau,ed wood,Biography|Comedy|Drama
Jason Reitman,J.K. Simmons,Kate Winslet,Brooke Smith,labor day,Drama
Sergey Bodrov,Tadanobu Asano,Khulan Chuluun,Honglei Sun,mongol: the rise of genghis khan,Adventure|Biography|Drama|History|War
Guy Ritchie,Tom Hardy,Gerard Butler,Tom Wilkinson,rocknrolla,Action|Crime|Thriller
Hal Needham,Barry Bostwick,Michael Beck,Henry Silva,megaforce,Action|Sci-Fi
Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,hamlet,Drama
Bruce Beresford,Bruce Greenwood,Suzie Steen,Aden Young,mao's last dancer,Biography|Drama|Music|Romance
Jeff Nichols,Kirsten Dunst,Sam Shepard,Paul Sparks,midnight special,Adventure|Drama|Sci-Fi|Thriller
Woody Allen,Woody Allen,Stockard Channing,Fisher Stevens,anything else,Comedy|Romance
Jonathan Teplitzky,Jeremy Irvine,Colin Firth,Sam Reid,the railway man,Biography|Drama|Romance|War
unknown,Poppy Montgomery,Dylan Walsh,Dallas Roberts,unforgettable            ,Drama|Mystery
Michael Haneke,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,the white ribbon,Drama|Mystery
Zack Ward,Zack Ward,Anna Harr,James Cullen Bressack,restoration,Horror
Mike Marvin,Clint Howard,Randy Quaid,Nick Cassavetes,the wraith,Action|Horror|Romance|Sci-Fi|Thriller
D.J. Caruso,Adam Goldberg,Meat Loaf,Anthony LaPaglia,the salton sea,Crime|Drama|Mystery|Thriller
Nimród Antal,James Hetfield,Mackenzie Gray,Lars Ulrich,metallica through the never,Music
Gregor Jordan,Austin Nichols,Brad Renfro,Lou Taylor Pucci,the informers,Crime|Drama|Thriller
unknown,Edgar Ramírez,Nora von Waldstätten,Katharina Schüttler,carlos            ,Biography|Crime|Drama|Thriller
Tran Anh Hung,Takuya Kimura,Simón Andreu,Shawn Yue,i come with the rain,Thriller
Lance Hool,Tom Berenger,Joaquim de Almeida,Mark Moses,one man's hero,Action|Drama|History|Romance|War|Western
George A. Romero,Greg Nicotero,John Amplas,Joseph Pilato,day of the dead,Horror
Chuck Russell,Sam Trammell,Rebecca De Mornay,Amanda Schull,i am wrath,Action|Crime|Drama|Thriller
Christian Volckman,Romola Garai,Catherine McCormack,Kevork Malikyan,renaissance,Action|Animation|Sci-Fi|Thriller
Jon Cassar,Demi Moore,Landon Liboiron,Michael Wincott,forsaken,Drama|Western
Richard Fleischer,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,red sonja,Action|Adventure|Fantasy
Rodrigo Cortés,Robert De Niro,Toby Jones,Craig Roberts,red lights,Drama|Horror|Mystery|Thriller
Greg Mottola,Emma Stone,Joe Lo Truglio,Kevin Corrigan,superbad,Comedy
Tyler Perry,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,madea goes to jail,Comedy|Crime|Drama
David Hayter,Jason Momoa,Jennifer Hale,Stephen McHattie,wolves,Action|Horror
Jon M. Chu,Cassie Ventura,Mari Koda,Luis Rosado,step up 2: the streets,Drama|Music|Musical|Romance
Cory Edwards,Anne Hathaway,Chazz Palminteri,Jim Belushi,hoodwinked!,Action|Animation|Comedy|Crime|Family
Terry George,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,hotel rwanda,Drama|History|War
Xavier Gens,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,hitman,Action|Crime|Drama|Thriller
Kasi Lemmons,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,black nativity,Drama|Family|Music|Musical
Brian A Miller,Bruce Willis,50 Cent,Jessica Lowndes,the prince,Action|Thriller
Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell,city of ghosts,Crime|Drama|Thriller
Alejandro Amenábar,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,the others,Fantasy|Horror|Thriller
James Cameron,Michael Biehn,Carrie Henn,Jenette Goldstein,aliens,Action|Adventure|Sci-Fi
George Cukor,Jeremy Brett,Rex Harrison,Theodore Bikel,my fair lady,Drama|Family|Musical|Romance
Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche,i know what you did last summer,Horror|Mystery|Thriller
Luke Greenfield,Rob Riggle,Damon Wayans Jr.,James D'Arcy,let's be cops,Comedy
Alexander Payne,Virginia Madsen,Patrick Gallagher,M.C. Gainey,sideways,Adventure|Comedy|Drama|Romance
Jay Chandrasekhar,Chris Moss,Owain Yeoman,Jay Chandrasekhar,beerfest,Comedy
John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,halloween,Horror|Thriller
Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,hero,Action|Adventure|History
John Hoffman,Liam Aiken,Molly Shannon,Kevin Nealon,good boy!,Comedy|Drama|Family|Fantasy|Sci-Fi
Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,the best man holiday,Comedy|Drama
Joe Carnahan,Ryan Reynolds,Common,Alex Rocco,smokin' aces,Action|Crime|Drama|Thriller
Kevin Greutert,Costas Mandylor,Gina Holden,Betsy Russell,saw 3d: the final chapter,Horror|Mystery
Michael Lehmann,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,40 days and 40 nights,Comedy|Romance
Joseph Kosinski,Jeff Bridges,Olivia Wilde,James Frain,tron: legacy,Action|Adventure|Sci-Fi
John Fortenberry,Will Ferrell,Chris Kattan,Dan Hedaya,a night at the roxbury,Comedy|Music|Romance
Daniel Barnz,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,beastly,Drama|Fantasy|Romance
Alexandre Aja,Dan Byrd,Greg Nicotero,Vinessa Shaw,the hills have eyes,Horror
Sam Weisman,Kevin Grevioux,Jenna Boyd,Mary McCormack,dickie roberts: former child star,Comedy
Niki Caro,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,"mcfarland, usa",Biography|Drama|Sport
Erik White,Brandon T. Jackson,Loretta Devine,Shad Moss,lottery ticket,Comedy
Chris Robinson,T.I.,Adam Boyer,Malika,atl,Comedy|Crime|Drama|Music|Romance
Jason Moore,Anna Kendrick,Hana Mae Lee,Ben Platt,pitch perfect,Comedy|Music|Romance
Michael Tollin,Marc Blucas,Brian Dennehy,Bruce Davison,summer catch,Comedy|Drama|Romance|Sport
Sam Raimi,Gary Cole,Bridget Fonda,Chelcie Ross,a simple plan,Crime|Drama|Thriller
Robert Harmon,Alexander Gould,Ethan Embry,Marc Blucas,they,Horror|Mystery|Thriller
Trent Cooper,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,larry the cable guy: health inspector,Comedy|Romance
Gary Halvorson,Vanessa Williams,Kevin Clash,Caroll Spinney,the adventures of elmo in grouchland,Adventure|Comedy|Family|Fantasy|Musical
Antoine Fuqua,Don Cheadle,Lili Taylor,Armando Riesco,brooklyn's finest,Crime|Drama|Thriller
Nicholas Ray,Ava Gardner,David Niven,John Ireland,55 days at peking,Action|Adventure|Drama|History|War
Fede Alvarez,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,evil dead,Horror
Donald Petrie,Nia Vardalos,Harland Williams,Rachel Dratch,my life in ruins,Comedy|Romance
Paul Weitz,Judy Greer,Dennis Quaid,Chris Klein,american dreamz,Comedy|Music
Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins,superman iv: the quest for peace,Action|Adventure|Family|Sci-Fi
Ian Iqbal Rashid,DeRay Davis,Clé Bennett,Conrad Coates,how she move,Drama
Wayne Kramer,Paul Walker,Chazz Palminteri,Ivana Milicevic,running scared,Action|Crime|Drama|Thriller
Rowdy Herrington,Aidan Quinn,Jeremy Northam,Paul Freeman,bobby jones: stroke of genius,Biography|Drama|Romance|Sport
Jim Goddard,Victor Wong,Paul Freeman,Clyde Kusatsu,shanghai surprise,Adventure|Crime|Drama|Romance
Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,the illusionist,Drama|Mystery|Romance|Thriller
Noel Marshall,Tippi Hedren,Melanie Griffith,Zakes Mokae,roar,Adventure|Horror|Thriller
Joel Schumacher,Brenda Fricker,David Murray,Gerard McSorley,veronica guerin,Biography|Crime|Drama|Thriller
Andrea Di Stefano,Josh Hutcherson,Brady Corbet,Carlos Bardem,escobar: paradise lost,Crime|Drama|Romance|Thriller
Richard Kelly,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,southland tales,Comedy|Mystery|Sci-Fi|Thriller
Guillaume Ivernel,Rob Paulsen,Jess Harnell,Mary Mouser,dragon hunters,Adventure|Animation|Family|Fantasy
Jack Smight,George Peppard,Jan-Michael Vincent,Paul Winfield,damnation alley,Sci-Fi
Todd Lincoln,Julianna Guill,Rick Gomez,Tim Williams,the apparition,Horror|Thriller
Howard Zieff,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,my girl,Comedy|Drama|Family|Romance
Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto,fur: an imaginary portrait of diane arbus,Biography|Drama|Romance
Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,the illusionist,Drama|Mystery|Romance|Thriller
Oliver Stone,Hal Holbrook,Tamara Tunie,James Karen,wall street,Crime|Drama
Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson,sense and sensibility,Drama|Romance
Julian Jarrold,Anne Hathaway,Julie Walters,Laurence Fox,becoming jane,Biography|Drama|Romance
Joe Nussbaum,Danny Strong,Matt Long,Samm Levine,sydney white,Comedy|Romance
Vadim Perelman,Frances Fisher,Kim Dickens,Ron Eldard,house of sand and fog,Drama
Peter Weir,Robin Williams,Josh Charles,Kurtwood Smith,dead poets society,Comedy|Drama
Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr,dumb & dumber,Comedy
Rob Reiner,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,when harry met sally...,Comedy|Drama|Romance
Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden,the verdict,Drama
Todd Phillips,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,road trip,Comedy
Brian Robbins,Paul Walker,Ron Lester,Mark Walters,varsity blues,Comedy|Drama|Romance|Sport
Michel Hazanavicius,Bérénice Bejo,Ed Lauter,Beth Grant,the artist,Comedy|Drama|Romance
David S. Goyer,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,the unborn,Drama|Fantasy|Horror|Mystery|Thriller
Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban,moonrise kingdom,Adventure|Comedy|Drama|Romance
Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,the texas chainsaw massacre: the beginning,Horror
Cyrus Nowrasteh,Clive Russell,Vincent Walsh,Finn Ireland,the young messiah,Drama
Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin,the master of disguise,Comedy|Family
Guillermo del Toro,Ivana Baquero,Maribel Verdú,Sergi López,pan's labyrinth,Drama|Fantasy|War
unknown,Joel Courtney,Jessika Van,Riley Smith,the messengers            ,Drama|Fantasy|Mystery|Thriller
John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino,see spot run,Action|Comedy|Crime|Family
John Singleton,Mo'Nique,Snoop Dogg,Angell Conwell,baby boy,Crime|Drama|Romance|Thriller
Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher,the roommate,Drama|Horror|Thriller
Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward,joe dirt,Adventure|Comedy|Drama
Sheldon Lettich,Bolo Yeung,Alonna Shaw,Kamel Krifa,double impact,Action|Crime
Edgar Wright,Bill Bailey,Joe Cornish,Billie Whitelaw,hot fuzz,Action|Comedy|Mystery
Diane English,Jada Pinkett Smith,Debi Mazar,Debra Messing,the women,Comedy|Drama
Woody Allen,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,vicky cristina barcelona,Drama|Romance
Peter Flinth,Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,arn: the knight templar,Action|Adventure|Drama|Romance|War
Jon Lucas,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,bad moms,Comedy
Robert Iscove,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,boys and girls,Comedy|Drama|Romance
Peter Kosminsky,Patrick Fugit,Cole Hauser,Marc Donato,white oleander,Drama
Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,jennifer's body,Comedy|Fantasy|Horror
Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,drowning mona,Comedy|Crime|Mystery
Woody Allen,Mike Starr,Don Pardo,Julie Kavner,radio days,Comedy
